"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
670541,"Alvarez, Yordan",682,0.9142091152815014,556,"76.132703167",0.6173020527859236,0.32194244604316546,0.2624633431085044,0.22482014388489208,0.18328445747800587,"7.632757639",5,14.11459718946956,126,0.18475073313782991,283,0.4149560117302053
592450,"Judge, Aaron",420,0.9051724137931034,292,"76.100967595",0.6452380952380954,0.3150684931506849,0.21904761904761905,0.2054794520547945,0.14285714285714285,"8.110713952",12,5.016838546275625,128,0.3047619047619048,132,0.3142857142857143
665487,"Tatis Jr., Fernando",662,0.9019073569482289,490,"76.037976088",0.6344410876132929,0.3673469387755102,0.2719033232628399,0.23877551020408164,0.17673716012084592,"7.328539773",21,-9.119512833875802,172,0.2598187311178248,292,0.44108761329305135
663586,"Riley, Austin",727,0.9064837905236908,500,"75.802988239",0.5873452544704266,0.29,0.19944979367262725,0.164,0.11279229711141678,"7.581020495",18,-27.871043320025972,227,0.312242090784044,234,0.3218707015130674
682985,"Greene, Riley",733,0.9049382716049382,517,"75.68561251",0.592087312414734,0.3036750483558994,0.21418826739427013,0.18181818181818182,0.12824010914051842,"7.262088909",12,-7.442756489994426,216,0.2946793997271487,237,0.32332878581173263
804606,"Griffin, Konnor",435,0.9024896265560166,308,"75.645159126",0.5747126436781609,0.2532467532467532,0.1793103448275862,0.1461038961038961,0.10344827586206896,"7.69317246",10,-7.435374638286825,127,0.29195402298850576,150,0.3448275862068966
682998,"Carroll, Corbin",686,0.9050131926121372,506,"75.511290146",0.5889212827988338,0.32608695652173914,0.24052478134110788,0.17193675889328064,0.12682215743440234,"7.46617",4,-6.675893377648333,180,0.26239067055393583,260,0.37900874635568516
669394,"Burger, Jake",668,0.9051490514905149,453,"75.449445689",0.5898203592814368,0.3355408388520971,0.2275449101796407,0.1986754966887417,0.1347305389221557,"7.505494117",21,-8.981336159800666,215,0.3218562874251497,249,0.3727544910179641
682829,"De La Cruz, Elly",560,0.9090909090909091,415,"75.4266805",0.5464285714285713,0.3373493975903614,0.25,0.22650602409638554,0.16785714285714284,"7.110072714",10,4.47256904449431,145,0.25892857142857145,219,0.39107142857142857
696100,"Goodman, Hunter",701,0.9103896103896104,461,"75.392907532",0.5435092724679028,0.2668112798264642,0.1754636233951498,0.16702819956616052,0.10984308131241084,"7.399893837",13,2.63055505569017,240,0.34236804564907275,203,0.289586305278174
